Country,Region,Year,Project Title,Budget (USD),Expense (USD),SDGs,Signature Solution,SAMOA Pathway,Funding Sources
SUR,Caribbean,2017,"Strengthening capacities for REDD+ (Countries’ efforts to Reduce Emissions from Deforestation and Forest degradation, and foster conservation, sustainable management of forests, and enhancement of forest carbon stocks)",1164000,1175991,"Goal 12 - Responsible consumption and production,Goal 13 - Climate Action,Goal 15 - Life on Land",Promote nature-based solutions for a sustainable planet,"Goal 9 - Sustainable consumption and production,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 15 - Invasive alien species","Forest Carbon Partnership Facility Trustee,United Nations development Pro"
SUR,Caribbean,2018,"Strengthening capacities for REDD+ (Countries’ efforts to Reduce Emissions from Deforestation and Forest degradation, and foster conservation, sustainable management of forests, and enhancement of forest carbon stocks)",1103776,1069448,"Goal 12 - Responsible consumption and production,Goal 13 - Climate Action,Goal 15 - Life on Land",Promote nature-based solutions for a sustainable planet,"Goal 9 - Sustainable consumption and production,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 15 - Invasive alien species","Forest Carbon Partnership Facility Trustee,United Nations development Pro"
SUR,Caribbean,2019,"Strengthening capacities for REDD+ (Countries’ efforts to Reduce Emissions from Deforestation and Forest degradation, and foster conservation, sustainable management of forests, and enhancement of forest carbon stocks)",1322721,1310609,"Goal 12 - Responsible consumption and production,Goal 13 - Climate Action,Goal 15 - Life on Land",Promote nature-based solutions for a sustainable planet,"Goal 9 - Sustainable consumption and production,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 15 - Invasive alien species","Forest Carbon Partnership Facility Trustee,United Nations development Pro"
SUR,Caribbean,2020,"Strengthening capacities for REDD+ (Countries’ efforts to Reduce Emissions from Deforestation and Forest degradation, and foster conservation, sustainable management of forests, and enhancement of forest carbon stocks)",753132,695359,"Goal 12 - Responsible consumption and production,Goal 13 - Climate Action,Goal 15 - Life on Land",Promote nature-based solutions for a sustainable planet,"Goal 9 - Sustainable consumption and production,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 15 - Invasive alien species","Forest Carbon Partnership Facility Trustee,United Nations development Pro"
SUR,Caribbean,2021,"Strengthening capacities for REDD+ (Countries’ efforts to Reduce Emissions from Deforestation and Forest degradation, and foster conservation, sustainable management of forests, and enhancement of forest carbon stocks)",1087867,912505,"Goal 12 - Responsible consumption and production,Goal 13 - Climate Action,Goal 15 - Life on Land",Promote nature-based solutions for a sustainable planet,"Goal 9 - Sustainable consumption and production,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 15 - Invasive alien species","Forest Carbon Partnership Facility Trustee,United Nations development Pro"
SUR,Caribbean,2022,"Strengthening capacities for REDD+ (Countries’ efforts to Reduce Emissions from Deforestation and Forest degradation, and foster conservation, sustainable management of forests, and enhancement of forest carbon stocks)",143623,181371,"Goal 12 - Responsible consumption and production,Goal 13 - Climate Action,Goal 15 - Life on Land",Promote nature-based solutions for a sustainable planet,"Goal 9 - Sustainable consumption and production,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 15 - Invasive alien species","Forest Carbon Partnership Facility Trustee,United Nations development Pro"
SUR,Caribbean,2014,Development Effectiveness Project,43534,43534,"Goal 1 - No Poverty,Goal 10 - Reduced Inequality",Other,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development",United Nations development Pro
SUR,Caribbean,2017,Development Effectiveness Project,25000,,"Goal 1 - No Poverty,Goal 10 - Reduced Inequality",Other,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development",United Nations development Pro
SUR,Caribbean,2020,Development Effectiveness Project,40000,36588,"Goal 1 - No Poverty,Goal 10 - Reduced Inequality",Other,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development",United Nations development Pro
SUR,Caribbean,2021,Development Effectiveness Project,65000,31829,"Goal 1 - No Poverty,Goal 10 - Reduced Inequality",Other,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development",United Nations development Pro
SUR,Caribbean,2022,Development Effectiveness Project,14752,32793,"Goal 1 - No Poverty,Goal 10 - Reduced Inequality",Other,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development",United Nations development Pro
SUR,Caribbean,2019,"Enabling Gender-Responsive Disaster Recovery, Climate an",40087,1086,Goal 13 - Climate Action,Promote nature-based solutions for a sustainable planet,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Department For International development (DFID),Department of Foreign Affairs, Trade And development,United Nations development Pro"
SUR,Caribbean,2020,"Enabling Gender-Responsive Disaster Recovery, Climate an",233054,176610,Goal 13 - Climate Action,Promote nature-based solutions for a sustainable planet,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Department For International development (DFID),Department of Foreign Affairs, Trade And development,United Nations development Pro"
SUR,Caribbean,2021,"Enabling Gender-Responsive Disaster Recovery, Climate an",356170,81657,Goal 13 - Climate Action,Promote nature-based solutions for a sustainable planet,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Department For International development (DFID),Department of Foreign Affairs, Trade And development,United Nations development Pro"
SUR,Caribbean,2022,"Enabling Gender-Responsive Disaster Recovery, Climate an",494310,244485,Goal 13 - Climate Action,Promote nature-based solutions for a sustainable planet,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Department For International development (DFID),Department of Foreign Affairs, Trade And development,United Nations development Pro"
SUR,Caribbean,2020,Climate Change Adaptation Suriname phase 2,735000,234331,"Goal 13 - Climate Action,Goal 15 - Life on Land",Promote nature-based solutions for a sustainable planet,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 15 - Invasive alien species","European Commission,Swedish International development Cooperation (SIDA),United Nations development Pro"
SUR,Caribbean,2021,Climate Change Adaptation Suriname phase 2,1572054,1150401,"Goal 13 - Climate Action,Goal 15 - Life on Land",Promote nature-based solutions for a sustainable planet,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 15 - Invasive alien species","European Commission,Swedish International development Cooperation (SIDA),United Nations development Pro"
SUR,Caribbean,2022,Climate Change Adaptation Suriname phase 2,1815151,778141,"Goal 13 - Climate Action,Goal 15 - Life on Land",Promote nature-based solutions for a sustainable planet,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 15 - Invasive alien species","European Commission,Swedish International development Cooperation (SIDA),United Nations development Pro"
SUR,Caribbean,2020,Roadmap for Sustainable Financing,23500,12261,"Goal 12 - Responsible consumption and production,Goal 15 - Life on Land",Promote nature-based solutions for a sustainable planet,"Goal 9 - Sustainable consumption and production,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 15 - Invasive alien species","Government of Suriname,MPTFO-Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda),United Nations development Pro"
SUR,Caribbean,2021,Roadmap for Sustainable Financing,102483,22324,"Goal 12 - Responsible consumption and production,Goal 15 - Life on Land",Promote nature-based solutions for a sustainable planet,"Goal 9 - Sustainable consumption and production,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 15 - Invasive alien species","Government of Suriname,MPTFO-Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda),United Nations development Pro"
SUR,Caribbean,2022,Roadmap for Sustainable Financing,59226,91401,"Goal 12 - Responsible consumption and production,Goal 15 - Life on Land",Promote nature-based solutions for a sustainable planet,"Goal 9 - Sustainable consumption and production,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 15 - Invasive alien species","Government of Suriname,MPTFO-Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda),United Nations development Pro"
SUR,Caribbean,2021,Mitigating Impact of COVID-19 on Indigenous and Tribal P,132645,48384,Goal 1 - No Poverty,Keeping people out of poverty,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all",United Nations development Pro
SUR,Caribbean,2022,Mitigating Impact of COVID-19 on Indigenous and Tribal P,139607,146766,Goal 1 - No Poverty,Keeping people out of poverty,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all",United Nations development Pro
SUR,Caribbean,2022,Engagement Facility Social Development,103396,14834,Goal 1 - No Poverty,Other,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all",United Nations development Pro
