SIDS,Budget_letter,Budget,Project,SDG,Funding,Year
Sao Tome and Principe,5k,,PREPAREDENESS WARNING SYSTEM,13,Vertical Funds ,2020
Sao Tome and Principe,12k,,RESILIENT CAPACITIES COMMUNITIES,13,Vertical Funds ,2020
Seychelles,846k,,Ecosystem Based Adaptation to Climate Change in Seychell,13,Vertical Funds ,2020
Seychelles,119k,,Management of Outer Island Protected Areas in Seychelles,13,Vertical Funds ,2020
Seychelles,543k,,Seychelles Protected Area Finance Project,13,Vertical Funds ,2020
Seychelles,1M,,SAPPHIRE - Large Marine Ecosystem Project in WIO,13,Vertical Funds ,2020
Solomon Islands,10k,,Solomon Islands Water Sector Adaptation Project,13,Vertical Funds ,2020
Solomon Islands,3k,,PPG Stimulating Progress towards Rural Electrification,13,Vertical Funds ,2020
Suriname,753k,,"Strengthening capacities for REDD+ (Countries’ efforts to Reduce Emissions from Deforestation and Forest degradation, and foster conservation, sustainable management of forests, and enhancement of forest carbon stocks)",13,Vertical Funds ,2020
Timor-Leste,2M,,Building shoreline resilience of Timor-Leste to protect,13,Vertical Funds ,2020
Timor-Leste,477k,,Implementation of the Arafura and timor Seas Regional an,13,Vertical Funds ,2020
Timor-Leste,1M,,Safeguarding rural communities and their physical assets,13,Vertical Funds ,2020
Trinidad and Tobago,482k,,T&T Third National Report to UNFCCC,13,Vertical Funds ,2020
Trinidad and Tobago,553k,,GEF 5-Environment Agreement Management Capacity Building,13,Vertical Funds ,2020
Tuvalu,2,,Effective and responsive island-level governance to secure and diversify climate resilient marine-based coastal livelihoods and enhance climate hazard response capacity,13,Vertical Funds ,2020
Tuvalu,2M,,TV Coastal Adaptation,13,Vertical Funds ,2020
Tuvalu,494k,,Tuvalu Sustainable National Energy Targets Project,13,Vertical Funds ,2020
Vanuatu,181k,,Adapt to Climate change in Coastal Zones Vanuatu,13,Vertical Funds ,2020
Vanuatu,117k,,Vanuatu Third National communication,13,Vertical Funds ,2020
Vanuatu,614k,,VU Energy Roadmap (BRANTV),13,Vertical Funds ,2020
Vanuatu,300k,,Vanuatu VCAP2 Project Preparation Grant,13,Vertical Funds ,2020
Comoros,891k,,PIMS 4926 Enhancing adaptive capacity for increased reli,13,Other,2020
Comoros,831k,,Renf. des capacités du Programme de Microfinancement FEM,13,Other,2020
Comoros,6M,,Ensuring climate resilient water Comoros -PIMS-5740-GCF,13,Other,2020
Cuba,2M,,Fortalecimiento de las cadenas de frutales en Cuba.,13,Other,2020
Cuba,12k,,Igualdad Género Gestión Calidad Alimentaria,13,Other,2020
Dominica,5k,,Dominica Post-Hurricane Maria Recovery Project,13,Other,2020
Dominican Republic,1M,,Recuperacion COVID-19,13,Other,2020
Dominican Republic,10k,,Plataforma sostenibilidad ambiental y resiliencia,13,Other,2020
Guinea-Bissau,8M,,HC - UNDP Guinea Bissau Early Response to COVID-19,13,Other,2020
Jamaica,81k,,Engagement Facility for Disaster Risk Reduction,13,Other,2020
Jamaica,1M,,Resilient Recovery Programme - Bahamas,13,Other,2020
Mauritius,1M,,COVID-19 MAURITIUS,13,Other,2020
Papua New Guinea,669k,,Strengthen Disaster Risk Management in Papua New Guinea,13,Other,2020
Trinidad and Tobago,234k,,Low Emission Capacity Building Global Program Assessment,13,Other,2020
Trinidad and Tobago,2M,,Trinidad& Tobago Healthcare Capacity Building Initiative,13,Other,2020
Cuba,1M,,Resiliencia Costera,14,European Union ,2020
Mauritius,16k,,Supporting Artisanal Fishing,14,European Union ,2020
Barbados,12k,,Blue Economy Finance for SIDS - SDG FUND,14,Donor Countries ,2020
Belize,251k,,Belize 4th National Communication to UNFCCC/BUR,14,Donor Countries ,2020
Belize,32k,,Enhancing jaguar corridors and strongholds,14,Donor Countries ,2020
Cabo Verde,682k,,Mainstreaming biodiversity conservation into the tourism,14,Donor Countries ,2020
Cabo Verde,3k,,GEF 6 - MARINE ECOSYSTEM,14,Donor Countries ,2020
Comoros,460k,,Développement d’un réseau national d’aires protégées ter,14,Donor Countries ,2020
Comoros,130k,,PIMS 6257: Protection biodiversité RNAP,14,Donor Countries ,2020
Cook Islands,1M,,Ridge to Reef Approach in Cook Islands_Full Size,14,Donor Countries ,2020
Cuba,10k,,CUBA: MONITORING SUSTAINABLE LAND MANAGEMENT PROGRAMME,14,Donor Countries ,2020
Cuba,392k,,ECOSYSTEM BASED ADAPTATION ARTEMISA AND MAYABEQUE,14,Donor Countries ,2020
Cuba,1M,,LANDSCAPE APPROACH MOUNTAIN ECOSYSTEMS,14,Donor Countries ,2020
Cuba,764k,,INFOGEO - SISTEMA INFORMACION AMBIENTAL (MEDIUM SIZE),14,Donor Countries ,2020
Cuba,2M,,"Incorporating multiple environmental considerations and their economic implications into the management of landscapes, forests and production sectors in Cuba",14,Donor Countries ,2020
Cuba,325k,,Third National Communication and First Biennial Update Report to the UNFCCC,14,Donor Countries ,2020
Cuba,153k,,GREEN CLIMATE FUND READINESS & PREPARATORY SUPPORT CUBA,14,Donor Countries ,2020
Cuba,1M,,Resiliencia Costera,14,Donor Countries ,2020
Dominican Republic,654k,,Turismo sostenible Costero,14,Donor Countries ,2020
Fiji,2M,,Regional Ridge to Reef - Pacific Island Countries (PICs),14,Donor Countries ,2020
Fiji,650k,,Pacific Islands Oceanic Fisheries Management - II,14,Donor Countries ,2020
Fiji,2M,,Ridge to Reef (R2R),14,Donor Countries ,2020
Fiji,1M,,Micronesia Ridge to Reef,14,Donor Countries ,2020
Fiji,15k,,FJ Capacity building for mainstreaming Multilateral Environmental Agreements (MEA),14,Donor Countries ,2020
Fiji,567k,,FJ Invasive Alien Species,14,Donor Countries ,2020
Fiji,27k,,Pacific Coastal Aquifer Protection,14,Donor Countries ,2020
Fiji,90k,,PACIFIC COASTAL AQUIFERS,14,Donor Countries ,2020
Fiji,80k,,Pacific Islands Oceanic Fisheries MAnagement Project III,14,Donor Countries ,2020
Grenada,464k,,Ridge to Reef Grenada,14,Donor Countries ,2020
Guinea-Bissau,180k,,SD-Coastal area resilience to climate/GEF,14,Donor Countries ,2020
Haiti,2M,,Adaptation basée sur les écosystèmes,14,Donor Countries ,2020
Kiribati,33k,,National Capacity Building,14,Donor Countries ,2020
Kiribati,41k,,Kiribati POIDIER Full Size Project,14,Donor Countries ,2020
Marshall Islands,952k,,Marshall Islands Ridge to Reef Project,14,Donor Countries ,2020
Mauritius,1M,,Mainstreaming Biodiversity into the management of CZM,14,Donor Countries ,2020
Mauritius,648k,,Joint Management Area Demonstration Project (MUS & SEY),14,Donor Countries ,2020
Mauritius,464k,,Mainstreaming Invasive Alien Species (IAS) Prevention,14,Donor Countries ,2020
Mauritius,16k,,Supporting Artisanal Fishing,14,Donor Countries ,2020
"Micronesia, Federated States of",46k,,FSM Biodiversity PPG GEF 6,14,Donor Countries ,2020
"Micronesia, Federated States of",14k,,FSM Biodiversity & Invasive Alien Species,14,Donor Countries ,2020
Nauru,350k,,Ridge to Reef - Bio Diversity & Ecosystem protection,14,Donor Countries ,2020
Niue,1M,,Niue Ridge to Reef,14,Donor Countries ,2020
Palau,106k,,Global Environmental Priorities,14,Donor Countries ,2020
Palau,611k,,Palau BD & Safeguards (IAS),14,Donor Countries ,2020
Papua New Guinea,132,,Community Forest Conservation,14,Donor Countries ,2020
Papua New Guinea,914k,,PIMS5261 FSP Strengthen Protected Areas,14,Donor Countries ,2020
Papua New Guinea,2M,,PIMS5507 FSP Sustainable Finance of Papua New Guinea,14,Donor Countries ,2020
Papua New Guinea,100k,,Investing in Coral Reefs and Blue Economy,14,Donor Countries ,2020
Saint Kitts and Nevis,934k,,Conserving Biodiversity and Reducing Habitat Degradation,14,Donor Countries ,2020
Samoa,251k,,Strengthening Multi-Sectoral Management of Critical Land,14,Donor Countries ,2020
Samoa,69k,,Enhancing Integrated Sustainable Management to Safeguard,14,Donor Countries ,2020
Samoa,25k,,RFF Post COVID-19,14,Donor Countries ,2020
Solomon Islands,141k,,SOI_Strengthening Disaster Risk Management Project,14,Donor Countries ,2020
Timor-Leste,2M,,Building shoreline resilience of Timor-Leste to protect,14,Donor Countries ,2020
Tuvalu,577k,,TV Ridge to Reef,14,Donor Countries ,2020
Vanuatu,56k,,Mainstreaming global environmental priorities into national policies and programmes.,14,Donor Countries ,2020
Cabo Verde,682k,,Mainstreaming biodiversity conservation into the tourism,14,Programme Countries ,2020
Papua New Guinea,132,,Community Forest Conservation,14,Programme Countries ,2020
Belize,251k,,Belize 4th National Communication to UNFCCC/BUR,14,UN Agencies,2020
Cabo Verde,682k,,Mainstreaming biodiversity conservation into the tourism,14,UN Agencies,2020
Comoros,460k,,Développement d’un réseau national d’aires protégées ter,14,UN Agencies,2020
Comoros,130k,,PIMS 6257: Protection biodiversité RNAP,14,UN Agencies,2020
Cook Islands,1M,,Ridge to Reef Approach in Cook Islands_Full Size,14,UN Agencies,2020
Fiji,2M,,Ridge to Reef (R2R),14,UN Agencies,2020
Fiji,1M,,Micronesia Ridge to Reef,14,UN Agencies,2020
Fiji,567k,,FJ Invasive Alien Species,14,UN Agencies,2020
Guinea-Bissau,180k,,SD-Coastal area resilience to climate/GEF,14,UN Agencies,2020
Haiti,2M,,Adaptation basée sur les écosystèmes,14,UN Agencies,2020
Kiribati,33k,,National Capacity Building,14,UN Agencies,2020
Kiribati,41k,,Kiribati POIDIER Full Size Project,14,UN Agencies,2020
Marshall Islands,952k,,Marshall Islands Ridge to Reef Project,14,UN Agencies,2020
Mauritius,1M,,Mainstreaming Biodiversity into the management of CZM,14,UN Agencies,2020
Mauritius,648k,,Joint Management Area Demonstration Project (MUS & SEY),14,UN Agencies,2020
"Micronesia, Federated States of",46k,,FSM Biodiversity PPG GEF 6,14,UN Agencies,2020
"Micronesia, Federated States of",14k,,FSM Biodiversity & Invasive Alien Species,14,UN Agencies,2020
Nauru,350k,,Ridge to Reef - Bio Diversity & Ecosystem protection,14,UN Agencies,2020
Niue,1M,,Niue Ridge to Reef,14,UN Agencies,2020
Palau,106k,,Global Environmental Priorities,14,UN Agencies,2020
Palau,611k,,Palau BD & Safeguards (IAS),14,UN Agencies,2020
Papua New Guinea,132,,Community Forest Conservation,14,UN Agencies,2020
Papua New Guinea,914k,,PIMS5261 FSP Strengthen Protected Areas,14,UN Agencies,2020
Samoa,251k,,Strengthening Multi-Sectoral Management of Critical Land,14,UN Agencies,2020
Samoa,25k,,RFF Post COVID-19,14,UN Agencies,2020
Solomon Islands,141k,,SOI_Strengthening Disaster Risk Management Project,14,UN Agencies,2020
Tuvalu,577k,,TV Ridge to Reef,14,UN Agencies,2020
Vanuatu,56k,,Mainstreaming global environmental priorities into national policies and programmes.,14,UN Agencies,2020
Barbados,12k,,Blue Economy Finance for SIDS - SDG FUND,14,UN Pooled Funds ,2020
Papua New Guinea,100k,,Investing in Coral Reefs and Blue Economy,14,UN Pooled Funds ,2020
Belize,251k,,Belize 4th National Communication to UNFCCC/BUR,14,Vertical Funds ,2020
Belize,32k,,Enhancing jaguar corridors and strongholds,14,Vertical Funds ,2020
Cabo Verde,682k,,Mainstreaming biodiversity conservation into the tourism,14,Vertical Funds ,2020
Cabo Verde,3k,,GEF 6 - MARINE ECOSYSTEM,14,Vertical Funds ,2020
Comoros,460k,,Développement d’un réseau national d’aires protégées ter,14,Vertical Funds ,2020
Comoros,130k,,PIMS 6257: Protection biodiversité RNAP,14,Vertical Funds ,2020
Cook Islands,1M,,Ridge to Reef Approach in Cook Islands_Full Size,14,Vertical Funds ,2020
Cuba,10k,,CUBA: MONITORING SUSTAINABLE LAND MANAGEMENT PROGRAMME,14,Vertical Funds ,2020
Cuba,392k,,ECOSYSTEM BASED ADAPTATION ARTEMISA AND MAYABEQUE,14,Vertical Funds ,2020
Cuba,1M,,LANDSCAPE APPROACH MOUNTAIN ECOSYSTEMS,14,Vertical Funds ,2020
Cuba,764k,,INFOGEO - SISTEMA INFORMACION AMBIENTAL (MEDIUM SIZE),14,Vertical Funds ,2020
Cuba,2M,,"Incorporating multiple environmental considerations and their economic implications into the management of landscapes, forests and production sectors in Cuba",14,Vertical Funds ,2020
Cuba,325k,,Third National Communication and First Biennial Update Report to the UNFCCC,14,Vertical Funds ,2020
Cuba,153k,,GREEN CLIMATE FUND READINESS & PREPARATORY SUPPORT CUBA,14,Vertical Funds ,2020
Dominican Republic,654k,,Turismo sostenible Costero,14,Vertical Funds ,2020
Fiji,2M,,Regional Ridge to Reef - Pacific Island Countries (PICs),14,Vertical Funds ,2020
Fiji,650k,,Pacific Islands Oceanic Fisheries Management - II,14,Vertical Funds ,2020
Fiji,2M,,Ridge to Reef (R2R),14,Vertical Funds ,2020
Fiji,1M,,Micronesia Ridge to Reef,14,Vertical Funds ,2020
Fiji,15k,,FJ Capacity building for mainstreaming Multilateral Environmental Agreements (MEA),14,Vertical Funds ,2020
Fiji,567k,,FJ Invasive Alien Species,14,Vertical Funds ,2020
Fiji,27k,,Pacific Coastal Aquifer Protection,14,Vertical Funds ,2020
Fiji,90k,,PACIFIC COASTAL AQUIFERS,14,Vertical Funds ,2020
Fiji,80k,,Pacific Islands Oceanic Fisheries MAnagement Project III,14,Vertical Funds ,2020
Grenada,464k,,Ridge to Reef Grenada,14,Vertical Funds ,2020
Guinea-Bissau,180k,,SD-Coastal area resilience to climate/GEF,14,Vertical Funds ,2020
Haiti,2M,,Adaptation basée sur les écosystèmes,14,Vertical Funds ,2020
Kiribati,33k,,National Capacity Building,14,Vertical Funds ,2020
Kiribati,41k,,Kiribati POIDIER Full Size Project,14,Vertical Funds ,2020
Marshall Islands,952k,,Marshall Islands Ridge to Reef Project,14,Vertical Funds ,2020
Mauritius,1M,,Mainstreaming Biodiversity into the management of CZM,14,Vertical Funds ,2020
Mauritius,648k,,Joint Management Area Demonstration Project (MUS & SEY),14,Vertical Funds ,2020
Mauritius,464k,,Mainstreaming Invasive Alien Species (IAS) Prevention,14,Vertical Funds ,2020
"Micronesia, Federated States of",46k,,FSM Biodiversity PPG GEF 6,14,Vertical Funds ,2020
"Micronesia, Federated States of",14k,,FSM Biodiversity & Invasive Alien Species,14,Vertical Funds ,2020
Nauru,350k,,Ridge to Reef - Bio Diversity & Ecosystem protection,14,Vertical Funds ,2020
Niue,1M,,Niue Ridge to Reef,14,Vertical Funds ,2020
Palau,106k,,Global Environmental Priorities,14,Vertical Funds ,2020
Palau,611k,,Palau BD & Safeguards (IAS),14,Vertical Funds ,2020
Papua New Guinea,132,,Community Forest Conservation,14,Vertical Funds ,2020
Papua New Guinea,914k,,PIMS5261 FSP Strengthen Protected Areas,14,Vertical Funds ,2020
Papua New Guinea,2M,,PIMS5507 FSP Sustainable Finance of Papua New Guinea,14,Vertical Funds ,2020
Saint Kitts and Nevis,934k,,Conserving Biodiversity and Reducing Habitat Degradation,14,Vertical Funds ,2020
Samoa,251k,,Strengthening Multi-Sectoral Management of Critical Land,14,Vertical Funds ,2020
Samoa,69k,,Enhancing Integrated Sustainable Management to Safeguard,14,Vertical Funds ,2020
Timor-Leste,2M,,Building shoreline resilience of Timor-Leste to protect,14,Vertical Funds ,2020
Tuvalu,577k,,TV Ridge to Reef,14,Vertical Funds ,2020
Vanuatu,56k,,Mainstreaming global environmental priorities into national policies and programmes.,14,Vertical Funds ,2020
Comoros,460k,,Développement d’un réseau national d’aires protégées ter,14,Other,2020
Mauritius,16k,,Supporting Artisanal Fishing,14,Other,2020
Cuba,1M,,Resiliencia Costera,15,European Union ,2020
Haiti,505k,,CARTOGRAPHIE MULTIRISQUES ET GESTION DU SOL,15,European Union ,2020
Mauritius,16k,,Supporting Artisanal Fishing,15,European Union ,2020
Seychelles,637k,,Global Climate Change Alliance Seychelles Programme,15,European Union ,2020
Suriname,103k,,Suriname Climate Adaptation Actions,15,European Union ,2020
Suriname,735k,,Climate Change Adaptation Suriname phase 2,15,European Union ,2020
Antigua and Barbuda,349k,,Monitoring and Assessment of MEAs,15,Donor Countries ,2020
Barbados,25k,,Disaster Risk and Energy Access Management,15,Donor Countries ,2020
Barbados,400k,,Accelerator Lab - Barbados & Eastern Caribbean,15,Donor Countries ,2020
Belize,56,,UNDP/ OAK Re-Granting Partnership Phase 2,15,Donor Countries ,2020
Belize,251k,,Belize 4th National Communication to UNFCCC/BUR,15,Donor Countries ,2020
Belize,32k,,Enhancing jaguar corridors and strongholds,15,Donor Countries ,2020
Comoros,460k,,Développement d’un réseau national d’aires protégées ter,15,Donor Countries ,2020
Comoros,130k,,PIMS 6257: Protection biodiversité RNAP,15,Donor Countries ,2020
Cook Islands,1M,,Ridge to Reef Approach in Cook Islands_Full Size,15,Donor Countries ,2020
Cuba,10k,,CUBA: MONITORING SUSTAINABLE LAND MANAGEMENT PROGRAMME,15,Donor Countries ,2020
Cuba,392k,,ECOSYSTEM BASED ADAPTATION ARTEMISA AND MAYABEQUE,15,Donor Countries ,2020
Cuba,1M,,LANDSCAPE APPROACH MOUNTAIN ECOSYSTEMS,15,Donor Countries ,2020
Cuba,764k,,INFOGEO - SISTEMA INFORMACION AMBIENTAL (MEDIUM SIZE),15,Donor Countries ,2020
Cuba,2M,,"Incorporating multiple environmental considerations and their economic implications into the management of landscapes, forests and production sectors in Cuba",15,Donor Countries ,2020
Cuba,325k,,Third National Communication and First Biennial Update Report to the UNFCCC,15,Donor Countries ,2020
Cuba,153k,,GREEN CLIMATE FUND READINESS & PREPARATORY SUPPORT CUBA,15,Donor Countries ,2020
Cuba,1M,,Resiliencia Costera,15,Donor Countries ,2020
Cuba,643k,,FINANCING MECHANISMS IN SUSTAINABLE LAND MANAGEMENT,15,Donor Countries ,2020
Cuba,478k,,ECOATLAS,15,Donor Countries ,2020
Cuba,129k,,VIGILANCIA MARINA EN CUBA,15,Donor Countries ,2020
Dominica,822k,,Supporting Sustainable Ecosystems,15,Donor Countries ,2020
Dominican Republic,654k,,Turismo sostenible Costero,15,Donor Countries ,2020
Dominican Republic,138k,,Plan de Manejo para la Eliminación del Consumo de Hidroclorofluorocarbonos (HPMP-II),15,Donor Countries ,2020
Dominican Republic,123k,,"Coordinacion Programa Cocoa Life RD, fase II",15,Donor Countries ,2020
Dominican Republic,870k,,Biodiversidad en paisajes productivos,15,Donor Countries ,2020
Fiji,9k,,Fiji HydroChloroFluoroCarbons Phase-Out Management Plan,15,Donor Countries ,2020
